parent,relation,child
Capability,inheritance,Being_up_to_it
Capability,inheritance,Being_operational
Capability,inheritance,Capacity
Capability,inheritance,Gusto
Perception_active,inheritance,Touring
Perception_experience,inheritance,Punctual_perception
Eventive_cognizer_affecting,inheritance,Suasion
Cause_to_perceive,inheritance,Communication
Commerce_buy,inheritance,Renting
Commerce_sell,inheritance,Renting_out
Commerce_collect,inheritance,Earnings_and_losses
Businesses,inheritance,Accommodation
Businesses,inheritance,Dining
Being_in_captivity,inheritance,Being_incarcerated
Offenses,inheritance,Arson
Committing_crime,inheritance,Theft
Committing_crime,inheritance,Kidnapping
Committing_crime,inheritance,Smuggling
Committing_crime,inheritance,Piracy
Committing_crime,inheritance,Abusing
Committing_crime,inheritance,Robbery
Committing_crime,inheritance,Trafficking
Committing_crime,inheritance,Rape
Committing_crime,inheritance,Threatening
Clemency,inheritance,Pardon
Legal_rulings,inheritance,Verdict
Fire_burning,inheritance,Emergency_fire
Setting_fire,inheritance,Setting_back_burn
Social_event,inheritance,Social_event_collective
Social_event,inheritance,Social_event_individuals
Social_interaction_evaluation,inheritance,Partiality
Social_interaction_evaluation,inheritance,Strictness
Social_interaction_evaluation,inheritance,Hospitality
Social_interaction_evaluation,inheritance,Stinginess
Ingest_substance,inheritance,Ingestion
Visiting,inheritance,Temporary_stay
Tourism_scenario_stay,inheritance,Temporary_stay
Tourism_scenario,inheritance,Touring
Touristic_service,inheritance,Accommodation
Touristic_service,inheritance,Dining
Touristic_service,inheritance,Entertainment
Tourist_activities,inheritance,Go_dancing
Tourist_activities,inheritance,Go_shopping
Tourist_activities,inheritance,Ingestion
Personal_success,inheritance,Fame
People_by_vocation,inheritance,Member_of_military
People_by_vocation,inheritance,Representative
People_by_vocation,inheritance,Referees
People_by_vocation,inheritance,Athletes
People_by_vocation,inheritance,Delegation
People_by_vocation,inheritance,Medical_professionals
Image_schema,inheritance,Proximity_image_schema
Image_schema,inheritance,Collocation_image_schema
Image_schema,inheritance,Alignment_image_schema
Image_schema,inheritance,Contact_image_schema
Organization_of_conversation,subframe,Turn passing
Organization_of_conversation,subframe,Turn passing
Organization_of_conversation,subframe,Turn_keeping
Organization_of_conversation,subframe,Turn_taking
Organization_of_conversation,subframe,Turn_confirmation
Medical_interaction_scenario,subframe,Healthcare_service
Medical_interaction_scenario,subframe,Take_a_medical_exam
Medical_interaction_scenario,subframe,Symptoms
Medical_interaction_scenario,subframe,Recovery
Medical_interaction_scenario,subframe,Medical_intervention
Medical_interaction_scenario,subframe,Medical_conditions
Medical_conditions,subframe,Healthcare_service
Criminal_process,subframe,Sentencing
Criminal_process,subframe,Arraignment
Criminal_process,subframe,Trial
Criminal_process,subframe,Arrest
Crime_scenario,subframe,Criminal_process
Crime_scenario,subframe,Criminal_investigation
Crime_scenario,subframe,Committing_crime
Visitor_scenario,subframe,Visitor_arrival
Visitor_scenario,subframe,Visiting
Visitor_scenario,subframe,Visitor_departure
Visit_host,subframe,Drop_in_on
Visiting_scenario,subframe,Visiting_scenario_arrival
Visiting_scenario,subframe,Visiting_scenario_departing
Visiting_scenario,subframe,Visiting_scenario_stay
Visitor_and_host,subframe,Visit_host_arrival
Visitor_and_host,subframe,Visit_host_stay
Visitor_and_host,subframe,Visit_host_departure
Receive_visitor_scenario,subframe,Have_visitor_over
Product_development_scenario,subframe,Product_development
Product_development_scenario,subframe,Achieving_first
Product_development_scenario,subframe,Manufacturing
Fire_stopping_scenario,subframe,Putting_out_fire
Fire_end_scenario,subframe,Fire_going_out
Fire_emergency_scenario,subframe,Firefighting
Fire_emergency_scenario,subframe,Emergency_fire
Commercial_transaction,subframe,Commerce_money-transfer
Commercial_transaction,subframe,Commerce_goods-transfer
Commerce_scenario,subframe,Commercial_transaction
Commerce_scenario,subframe,Having_commercial_agreement
Violence,subframe,Risk_scenario
Violence,subframe,Committing_crime
Trial,subframe,Verdict
Trial,subframe,Jury_deliberation
Trial,subframe,Court_examination
Tourist_service_transaction,subframe,Pay_collect_touristic_services
Tourist_service_transaction,subframe,Hire_provide_touristic_services
Tourism_scenario_stay,subframe,Event_tourism
Tourism_scenario_stay,subframe,Attraction_tourism
Tourism_scenario_stay,subframe,Tourist_activities
Tourism_scenario_stay,subframe,Temporary_stay
Tourism_scenario_stay,subframe,Go_places
Tourism_scenario_stay,subframe,Emergency
Tourism_scenario_departure,subframe,Tourist_departure_locality
Tourism_scenario_departure,subframe,Tourist_departure_lodging
Tourism_scenario_preparation,subframe,Exchange_currency
Tourism_scenario_preparation,subframe,Tourist_service_buy
Tourism_scenario_preparation,subframe,Planning_by_tourist
Tourism_scenario_preparation,subframe,Tourist_service_reserve
Tourism_scenario_preparation,subframe,Get_document
Tourism_scenario,subframe,Arrival
Tourism_scenario,subframe,Tourism_scenario_stay
Tourism_scenario,subframe,Tourism_scenario_departure
Tourism_scenario,subframe,Tourism_scenario_preparation
Tourism_scenario,subframe,Infrastructure
Communication,using,Convey_importance
Communication,using,Successfully_communicate_message
Communication,using,Expressing_publicly
Communication,using,Legal_rulings
Communication,using,Concessive
Communication,using,Statement
Text_creation,using,Spelling_and_pronouncing
Text_creation,using,Text
Prevarication,using,Front_for
Text,using,Law
Text,using,Topic
Text,using,Medium
Text,using,Reference_text
Discussion,using,Point_of_dispute
Discussion,using,Jury_deliberation
Discussion,using,Meet_with
Communication_response,using,Respond_to_proposal
Statement,using,Judgment_communication
Statement,using,Renunciation
Statement,using,Attributed_information
Statement,using,Adducing
Statement,using,Unattributed_information
Statement,using,Chatting
Adducing,using,Reference_text
Suasion,using,Talking_into
Communicative_context,using,Organization_of_conversation
Medical_interaction_scenario,using,Medical_specialties
Medical_interaction_scenario,using,Medical_professionals
Medical_interaction_scenario,using,People_by_health_condition
Medical_intervention,using,Medicines
Medical_intervention,using,Materials_used_in_healthcare
Medical_conditions,using,Recovery
Medical_conditions,using,Cure
Medical_conditions,using,People_by_health_condition
Medical_conditions,using,Condition_symptom_relation
Medical_professionals,using,Healthcare_service
Intoxicants,using,Intoxication
Cure,using,Medical_interaction_scenario
Cure,using,Institutionalization
Health_response,using,Allergens
Symptoms,using,Description_of_symptom_or_health_condition
Symptoms,using,People_by_health_condition
Symptoms,using,Condition_symptom_relation
Symptoms,using,Medical_conditions
Description_of_symptom_or_health_condition,using,Color
People_by_health_condition,using,Healthcare_service
Cause_health_condition,using,People_by_health_condition
Cause_health_condition,using,Intoxicants
Cause_health_condition,using,Allergens
Vital_signs,using,People_by_health_condition
Becoming_a_patient,using,People_by_health_condition
Take_a_medical_exam,using,Health_exam
Body_parts,using,Hair_configuration
Body_parts,using,Wearing
Body_parts,using,Body_movement
Body_parts,using,Manipulation
Body_parts,using,Body_description_part
Body_parts,using,Body_decoration
Body_parts,using,Body_mark
Body_parts,using,Body_substances
Body_parts,using,Description_oriented_by_body_part
Body_parts,using,Medical_conditions
Body_parts,using,Assistive_Technology
Perception,using,Make_noise
Perception,using,Location_of_light
Perception,using,Sounds
Criminal_process,using,Appeal
Commerce_goods-transfer,using,Product_delivery
Social_behavior_evaluation,using,Sociability
Social_behavior_evaluation,using,Volubility
Social_behavior_evaluation,using,Conduct
Source_path_goal,using,Goal
Mental_activity,using,Coming_to_believe
Mental_activity,using,Purpose
Mental_activity,using,Categorization
Mental_activity,using,Differentiation
Mental_activity,using,Cogitation
Mental_activity,using,Estimating
Mental_activity,using,Translating
Awareness_situation,using,Awareness_status
Subjective_temperature,using,Heat_potential
Memory,using,Evoking
Certainty,using,Reliance_on_expectation
Awareness,using,Religious_belief
Awareness,using,Secrecy_status
Awareness,using,Examination
Awareness,using,Certainty
Awareness,using,Remembering_information
Awareness,using,Fame
Awareness,using,Representing
Awareness,using,Impression
Becoming_aware,using,Scrutiny
Categorization,using,Communicate_categorization
Categorization,using,Being_in_category
Cogitation,using,Research
Cogitation,using,Remembering_experience
Coming_to_believe,using,Turning_out
Coming_to_believe,using,Fall_for
Expectation,using,Predicting
Judgment,using,Judgment_communication
Judgment,using,Regard
Judgment,using,Praiseworthiness
Judgment,using,Exemplar
Mental_property,using,Losing_it
Morality_evaluation,using,Legality
Morality_evaluation,using,Misdeed
Conduct,using,Feigning
Reason,using,Deserving
Existence,using,Have_associated
Cognitive_connection,using,Make_cognitive_connection
Cognitive_connection,using,Conditional_scenario
Attention,using,Searching_scenario
Attention,using,Perception_active
Attention,using,Emotions_of_mental_activity
Capability,using,Range
Capability,using,Sufficiency
Capability,using,Usefulness
Capability,using,Electricity
Subjective_influence,using,Eventive_cognizer_affecting
Subjective_influence,using,Attempt_suasion
Remembering_information,using,Remembering_to_do
Perception_active,using,Scrutiny
Perception_experience,using,Perception_body
Perception_experience,using,Eclipse
Opinion,using,Be_in_agreement_on_assessment
Opinion,using,Taking_sides
Eventive_cognizer_affecting,using,Suasion
Cause_to_perceive,using,Information_display
Repayment,using,Bond_maturation
Commerce_buy,using,Importing
Commerce_buy,using,Shopping
Commerce_sell,using,Exporting
Commerce_sell,using,Carry_goods
Commerce_pay,using,Earnings_and_losses
Commerce_collect,using,Fining
Commerce_collect,using,Earnings_and_losses
Economy,using,frm_modelo_político_econômico
Commerce_scenario,using,Businesses
Commerce_scenario,using,Expensiveness
Commerce_scenario,using,Exchange_currency
Being_incarcerated,using,Fugitive
Violence,using,People_by_criminal_framing
Arrest,using,Surrendering
Offenses,using,Severity_of_offense
Criminal_investigation,using,Suspicion
Legality,using,Committing_crime
Want_suspect,using,Surrendering
Committing_crime,using,Offenses
Law,using,Legality
Clemency,using,Commutation
Theft,using,Robbery
Clothing,using,Clothing_parts
Clothing,using,Wearing
Clothing,using,Undressing
Clothing,using,Dressing
Accoutrements,using,Undressing
Accoutrements,using,Wearing
Accoutrements,using,Dressing
Body_movement,using,Facial_expression
Facial_expression,using,Making_faces
Experience_bodily_harm,using,Accident
Experience_bodily_harm,using,Cause_harm
Change_posture,using,Getting_up
Setting_fire,using,Arson
Setting_fire,using,Cause_to_burn
Social_interaction_evaluation,using,Fairness_evaluation
Ingestion,using,Food
Ingestion,using,Dining
Ingestion,using,frm_eating_event
Food,using,Tasting
frm_eating_event,using,Ingestion
Temporary_stay,using,Accommodation
Guest_and_host,using,Lodging_scenario
Guest_and_host,using,Visitor_and_host
Guest_and_host,using,Hospitality
Visiting,using,Touring
Accommodation,using,Tourism_scenario_stay
Tourism_scenario,using,Travel
Dining,using,Food
Touristic_service,using,Tourist_service_transaction
Accident,using,Accident_description
Go_places,using,Transportation
Go_places,using,Means_of_transportation
People_by_criminal_framing,using,Committing_crime
People_by_vocation,using,Authority
Image_schema,using,Relational_location
Performing_arts,using,Performers_and_roles
Performing_arts,using,Behind_the_scenes
Medical_intervention,see_also,Cure
Awareness,see_also,Opinion
Awareness,see_also,Certainty
Worry,see_also,Experiencer_focused_emotion
Worry,see_also,Cogitation
Judgment,see_also,Judgment_communication
Omen,see_also,Expectation
Existence,see_also,Presence
Subjective_influence,see_also,Objective_influence
Remembering_information,see_also,Remembering_experience
Remembering_information,see_also,Remembering_to_do
Perception_active,see_also,Perception_experience
Citing,see_also,Notification_of_charges
Citing,see_also,Entering_of_plea
Citing,see_also,Fining
Guilt_or_innocence,see_also,Contrition
Sociability,see_also,Social_interaction_evaluation
Proximity_image_schema,see_also,Collocation_image_schema
Communication_means,reframing_mapping,Contacting
Communication_means,reframing_mapping,Sending
Discussion,reframing_mapping,Quarreling
Discussion,reframing_mapping,Chatting
Discussion,reframing_mapping,Topic
Statement,reframing_mapping,Telling
Statement,reframing_mapping,Speak_on_topic
Statement,reframing_mapping,Reveal_secret
Statement,reframing_mapping,Bragging
Statement,reframing_mapping,Complaining
Statement,reframing_mapping,Commitment
Statement,reframing_mapping,Expressing_publicly
Statement,reframing_mapping,Encoding
Statement,reframing_mapping,Translating
Statement,reframing_mapping,Successfully_communicate_message
Speak_on_topic,reframing_mapping,Statement
Judgment_direct_address,reframing_mapping,Judgment_communication
Memory,reframing_mapping,Remembering_to_do
Memory,reframing_mapping,Remembering_experience
Memory,reframing_mapping,Remembering_information
Certainty,reframing_mapping,Likelihood
Awareness,reframing_mapping,Categorization
Awareness,reframing_mapping,Emotion_directed
Awareness,reframing_mapping,Expertise
Awareness,reframing_mapping,Coming_up_with
Awareness,reframing_mapping,Attention
Awareness,reframing_mapping,Opinion
Becoming_aware,reframing_mapping,Coming_to_believe
Categorization,reframing_mapping,Awareness
Categorization,reframing_mapping,Communicate_categorization
Categorization,reframing_mapping,Statement
Coming_up_with,reframing_mapping,Achieving_first
Coming_up_with,reframing_mapping,Creating
Make_cognitive_connection,reframing_mapping,Cognitive_connection
Judgment,reframing_mapping,Judgment_communication
Mental_property,reframing_mapping,Expertise
Commerce_buy,reframing_mapping,Renting
Commerce_sell,reframing_mapping,Renting_out
Import_export_scenario,reframing_mapping,Importing
Import_export_scenario,reframing_mapping,Exporting
Commerce_scenario,reframing_mapping,Commerce_buy
Commerce_scenario,reframing_mapping,Commerce_sell
Commerce_scenario,reframing_mapping,Commerce_pay
Commerce_scenario,reframing_mapping,Commerce_collect
Commerce_scenario,reframing_mapping,Expensiveness
Clothing,reframing_mapping,Armor
Body_movement,reframing_mapping,Making_faces
Body_movement,reframing_mapping,Statement
Hair_configuration,reframing_mapping,Grooming
Posture,reframing_mapping,Change_posture
Becoming_a_patient,inchoative_of,Medical_conditions
Coming_to_believe,inchoative_of,Awareness
Experience_bodily_harm,inchoative_of,Being_hurt
Suasion,causative_of,Deciding
Medical_conditions,causative_of,Cause_health_condition
Cure,causative_of,Recovery
Eventive_cognizer_affecting,causative_of,Purpose
Cause_to_perceive,causative_of,Perception_experience
Change_posture,causative_of,Posture
Medical_intervention,precedes,Recovery
Recovery,precedes,Cure
Healthcare_service,precedes,Take_a_medical_exam
Healthcare_service,precedes,Diagnosing
Diagnosing,precedes,Medical_intervention
Visitor_arrival,precedes,Visiting
Visiting_scenario_arrival,precedes,Visiting_scenario_stay
Visiting_scenario_stay,precedes,Visiting_scenario_departing
Visit_host_arrival,precedes,Visit_host_stay
Visit_host_stay,precedes,Visit_host_departure
Existence,precedes,Ceasing_to_be
Being_awake,precedes,Fall_asleep
Being_awake,precedes,Getting_up
Product_development,precedes,Product_line
Product_development,precedes,Manufacturing
Entering_of_plea,precedes,Bail_decision
Trial,precedes,Sentencing
Arrest,precedes,Arraignment
Jury_deliberation,precedes,Verdict
Criminal_investigation,precedes,Criminal_process
Court_examination,precedes,Jury_deliberation
Committing_crime,precedes,Criminal_investigation
Fire_burning,precedes,Fire_going_out
Fire_burning,precedes,Putting_out_fire
Catching_fire,precedes,Fire_burning
Firefighting,precedes,Putting_out_fire
Setting_fire,precedes,Fire_burning
Visiting,precedes,Visitor_departure
Tourism_scenario_stay,precedes,Tourism_scenario_departure
Tourist_service_reserve,precedes,Tourist_service_buy
Communication,perspective_on,Mention
Commerce_money-transfer,perspective_on,Commerce_collect
Commerce_money-transfer,perspective_on,Commerce_pay
Commerce_goods-transfer,perspective_on,Commerce_buy
Commerce_goods-transfer,perspective_on,Commerce_sell
Lodging_scenario,perspective_on,Provide_lodging
Lodging_scenario,perspective_on,Temporary_stay
Visiting_scenario,perspective_on,Visitor_scenario
Visitor_and_host,perspective_on,Visit_host
Visitor_and_host,perspective_on,Receive_visitor_scenario
Visit_host_arrival,perspective_on,Drop_in_on
Proximity_image_schema,perspective_on,Non-gradable_proximity
Proximity_image_schema,perspective_on,Gradable_proximity
Awareness_situation,perspective_on,Awareness
Awareness_change_scenario,perspective_on,Coming_to_believe
Awareness_change_scenario,perspective_on,Enter_awareness
Import_export_scenario,perspective_on,Exporting
Import_export_scenario,perspective_on,Importing
Trial,perspective_on,Try_defendant
Pay_collect_touristic_services,perspective_on,Tourist_service_pay
Pay_collect_touristic_services,perspective_on,Tourist_service_collect
Hire_provide_touristic_services,perspective_on,Tourist_service_buy
Hire_provide_touristic_services,perspective_on,Tourist_service_sell
Attraction_tourism,perspective_on,Tourist_potential
Attraction_tourism,perspective_on,Attracting_tourists
Attraction_tourism,perspective_on,Touring
Medical_intervention,metaphorical_projection,Confronting_problem
Medical_conditions,metaphorical_projection,Committing_crime
Medical_conditions,metaphorical_projection,Violence
Cure,metaphorical_projection,Resolve_problem
Pathogen,metaphorical_projection,Committing_crime
Epidemic,metaphorical_projection,Committing_crime
Committing_crime,metaphorical_projection,Hostile_encounter
