frameName,lu
Abounding_with,lacquered.adj
Abounding_with,glazed.adj
Abounding_with,gilded.adj
Abounding_with,embellished.adj
Abounding_with,panelled.adj
Abounding_with,rife.adj
Abounding_with,piled.adj
Abounding_with,littered.adj
Abounding_with,adornado.adj
Abounding_with,asfaltado.adj
Abounding_with,decorado.adj
Abounding_with,salpicado.adj
Abounding_with,encoberto.adj
Abounding_with,cheio.adj
Abounding_with,escovado.adj
Abounding_with,amanteigado.adj
Abounding_with,repleto.adj
Abounding_with,abarrotado.adj
Abounding_with,encapotado.adj
Abounding_with,encasacado.adj
Abounding_with,coberto.adj
Abounding_with,engatinhar.verb
Abounding_with,rastejante.adj
Abounding_with,lotado.adj
Abounding_with,enfeitado.adj
Abounding_with,pontilhado.adj
Abounding_with,drapeado.adj
Abounding_with,regado.adj
Abounding_with,empoeirado.adj
Abounding_with,embelezado.adj
Abounding_with,preenchido.adj
Abounding_with,dourado.adj
Abounding_with,esmaltado.adj
Abounding_with,amontoado.adj
Abounding_with,pendurado.adj
Abounding_with,injetado.adj
Abounding_with,emperrado.adj
Abounding_with,lacado.adj
Abounding_with,forrado.adj
Abounding_with,desarrumado.adj
Abounding_with,ornamentado.adj
Abounding_with,superlotado.adj
Abounding_with,pintado.adj
Abounding_with,pavimentado.adj
Abounding_with,empilhado.adj
Abounding_with,rebocado.adj
Abounding_with,abundante.adj
Abounding_with,manchado.adj
Abounding_with,respingado.adj
Abounding_with,aspergido.adj
Abounding_with,polvilhado.adj
Abounding_with,borrifado.adj
Abounding_with,espalhado.adj
Abounding_with,recheado.adj
Abounding_with,proliferar.verb
Abounding_with,aglomerar.verb
Abounding_with,aglomerado.adj
Abounding_with,ladrilhado.adj
Abounding_with,envernizado.adj
Abounding_with,populacional.adj
Abounding_with,bondé.adj
Abounding_with,pleno.adj
Abounding_with,inesgotável.adj
Abounding_with,enriquecer.verb
Abounding_with,bombar.verb
Abounding_with,populoso.adj
Abounding_with,esparso.adj
Abounding_with,bondé.adj
Abounding_with,superpopuloso.adj
Abounding_with,engolir.verb
Absorb_heat,sizzle.verb
Absorb_heat,fry.verb
Absorb_heat,bake.verb
Absorb_heat,simmer.verb
Absorb_heat,cook.verb
Absorb_heat,stew.verb
Absorb_heat,boil.verb
Absorb_heat,scorch.verb
Absorb_heat,sear.verb
Absorb_heat,singe.verb
Absorb_heat,barbecue.verb
Absorb_heat,blanch.verb
Absorb_heat,braise.verb
Absorb_heat,broil.verb
Absorb_heat,brown.verb
Absorb_heat,char.verb
Absorb_heat,coddle.verb
Absorb_heat,deep fry.verb
Absorb_heat,grill.verb
Absorb_heat,parboil.verb
Absorb_heat,poach.verb
Absorb_heat,roast.verb
Absorb_heat,saute.verb
Absorb_heat,steam.verb
Absorb_heat,toast.verb
Absorb_heat,assar.verb
Absorb_heat,branquear.verb
Absorb_heat,ferver.verb
Absorb_heat,refogar.verb
Absorb_heat,dourar.verb
Absorb_heat,ferventar.verb
Absorb_heat,cozinhar.verb
Absorb_heat,fritar.verb
Absorb_heat,grelhar.verb
Absorb_heat,borbulha.noun
Abundance,abundar.verb
Abundance,abundante.adj
Abundance,rico.adj
Abundance,abundant.adj
Abundance,abound.verb
Abundance,teem.verb
Abundance,galore.adj
Abundance,abundar.verb
Abundance,abundante.adj
Abundance,rico.adj
Abundance,rich.adj
Abundance,farto.adj
Abundance,pleno.adj
Abundance,vazio.adj
Abusing,abusar.verb
Abusing,abuso.noun
Abusing,abuse.noun
Abusing,abuse.verb
Abusing,abusive.adj
Abusing,batter.verb
Abusing,domestic violence.noun
Abusing,maltreat.verb
Abusing,maltreatment.noun
Abusing,maus-tratos.noun
Abusing,manipulação.noun
Abusing,assediar.verb
Abusing,controlar.verb
Abusing,abusivo.adj
Abusing,exploração sexual.noun
Abusing,perseguir.verb
Abusing,alienação parental.noun
Accident,mishappening.noun
Accident,accident.noun
Accident,mishap.noun
Accident,crash.noun
Accident,wreck.noun
Accident,acidente.noun
Accident_description,elétrico.adj
Accident_description,automobilístico.adj
Accident_description,terrestre.adj
Accommodation,hotel.noun
Accommodation,albergue.noun
Accommodation,pousada.noun
Accommodation,hostel.noun
Accommodation,chalé.noun
Accommodation,resort.noun
Accommodation,acomodação.noun
Accommodation,hotel.noun
Accommodation,hostel.noun
Accommodation,resort.noun
Accommodation,b&b.noun
Accommodation,inn.noun
Accommodation,accommodation.noun
Accommodation,alojamiento.noun
Accommodation,albergue.noun
Accommodation,hotel.noun
Accommodation,resort.noun
Accommodation,pensão.noun
Accommodation,granja.noun
Accommodation,motel.noun
Accommodation,camping.noun
Accommodation,hospedagem domiciliar.noun
Accommodation,hotel fazenda.noun
Accommodation,casa de férias.noun
Accommodation,posada.noun
Accommodation,posadero.noun
Accommodation,hospedaje estudiantil.noun
Accommodation,vivac.noun
Accommodation,lugar de acampada.noun
Accommodation,campamento.noun
Accommodation,cambuche.noun
Accommodation,bed and breakfast.noun
Accommodation,hotel del amor.noun
Accommodation,hostal.noun
Accommodation,auberge.noun
Accommodation,encampment.noun
Accommodation,camping area.noun
Accommodation,ranch.noun
Accommodation,bed and breakfast.noun
Accommodation,hostelry.noun
Accommodation,lodge.noun
Accommodation,love hotel.noun
Accommodation,tavern.noun
Accommodation,guest house.noun
Accommodation,guesthouse.noun
Accommodation,resort hotel.noun
Accommodation,alojamento.noun
Accommodation,hotelaria.noun
Accommodation,casa.noun
Accommodation,hospedagem.noun
Accommodation,apartamento.noun
Accommodation,casa.noun
Accommodation,complexo de condomínio.noun
Accommodation,complexo residencial.noun
Accommodation,apartment building.noun
Accommodation,campground.noun
Accommodation,condominium complex.noun
Accommodation,townhouse complex.noun
Accommodation,countryside hotel.noun
Accommodation,motel.noun
Accommodation,auberges de jeunesse.noun
Accommodation,appartement.noun
Accommodation,emplacement de camping.noun
Accommodation,résidence secondaire.noun
Accommodation,abitation.noun
Accommodation,maison.noun
Accommodation,cottage.noun
Accommodation,chalet.noun
Accommodation,ferme.noun
Accommodation,chambre de hôtes.noun
Accommodation,hébergement.noun
Accommodation,hôtel.noun
Accommodation,auberge.noun
Accommodation,hôtellerie.noun
Accommodation,motel.noun
Accommodation,pension.noun
Accommodation,station balnéaire.noun
Accommodation,lieu de vacances.noun
Accommodation,edificio de apartamentos.noun
Accommodation,apartamento.noun
Accommodation,camping.noun
Accommodation,condominio.noun
Accommodation,complejo de viviendas.noun
Accommodation,hotel rural.noun
Accommodation,motel.noun
Accommodation,complejo hotelero.noun
Accommodation,vacation property.noun
Accommodation,saloon.noun
Accommodation,chácara.noun
Accommodation,sítio.noun
Accommodation,rancho.noun
Accommodation,chacra.noun
Accommodation,chácara.noun
Accommodation,smallholding.noun
Accommodation,rancho.noun
Accommodation,hóspede.noun
Accommodation,bangalô.noun
Accommodation,acampamento.noun
Accommodation,bungalow.noun
Accommodation,lodging.noun
Accommodation,acampada.noun
Accommodation,camping.noun
Accommodation,departamento.noun
Accommodation,piso.noun
Accommodation,bungaló.noun
Accommodation,bungaló.noun
Accommodation,bungalow.noun
Accommodation,casa de vacaciones.noun
Accommodation,chalé.noun
Accommodation,complejo de edificios.noun
Accommodation,granja.noun
Accommodation,huésped.noun
Accommodation,guest.noun
Accommodation,hotel management.noun
Accommodation,hostelería.noun
Accommodation,pensión.noun
Accommodation,estância.noun
Accommodation,apart-hotel.noun
Accommodation,cafofo.noun
Accompaniment,com.adp
Accompaniment,acompanhar.verb
Accompaniment,with.adp
Accompaniment,along with.adp
Accompaniment,singly.adv
Accompaniment,alone.adj
Accompaniment,in combination.adp
Accompaniment,together.adv
Accompaniment,junto.adj
Accompaniment,accompany.verb
Accompaniment,sozinho.adj
Accompaniment,unido.adj
Accompaniment,companhia.noun
Accompaniment,individual.adj
Accompaniment,individual.adj
Accompaniment,com.cconj
Accompaniment,a sós.x
Accompaniment,desacompanhar.verb
Accompaniment,anexo.adj
Accompaniment,só.adj
Accompaniment,com.adv
Accompaniment,juntar.verb
Accompaniment,associar.verb
Accompaniment,comunitário.adj
Accomplishment,alcançar.verb
Accomplishment,accomplish.verb
Accomplishment,achieve.verb
Accomplishment,accomplishment.noun
Accomplishment,achievement.noun
Accomplishment,bring about.verb
Accomplishment,effect.verb
Accomplishment,realização.noun
Accomplishment,conquista.noun
Accomplishment,arriver.verb
Accomplishment,réalisation.noun
Accomplishment,o.adv
Accoutrements,regalia.noun
Accoutrements,anklet.noun
Accoutrements,ring.noun
Accoutrements,earring.noun
Accoutrements,jewelry.noun
Accoutrements,necklace.noun
Accoutrements,bangle.noun
Accoutrements,bracelet.noun
Accoutrements,coronet.noun
Accoutrements,crown.noun
Accoutrements,brooch.noun
Accoutrements,tiara.noun
Accoutrements,circlet.noun
Accoutrements,diadem.noun
Accoutrements,chain.noun
Accoutrements,locket.noun
Accoutrements,pendant.noun
Accoutrements,wig.noun
Accoutrements,toupee.noun
Accoutrements,cufflink.noun
Accoutrements,glasses.noun
Accoutrements,spectacles.noun
Accoutrements,hat.noun
Accoutrements,hat-pin.noun
Accoutrements,cap.noun
Accoutrements,bonnet.noun
Accoutrements,mask.noun
Accoutrements,bandana.noun
Accoutrements,headband.noun
Accoutrements,hairpiece.noun
Accoutrements,fez.noun
Accoutrements,skullcap.noun
Accoutrements,top-hat.noun
Accoutrements,accoutrement.noun
Accoutrements,yarmulkah.noun
Accoutrements,balaclava.noun
Accoutrements,beret.noun
Accoutrements,biretta.noun
Accoutrements,boater.noun
Accoutrements,bowler.noun
Accoutrements,nightcap.noun
Accoutrements,panama.noun
Accoutrements,sombrero.noun
Accoutrements,trilby.noun
Accoutrements,turban.noun
Accoutrements,shako.noun
Accoutrements,veil.noun
Accoutrements,headdress.noun
Accoutrements,headpiece.noun
Accoutrements,belt.noun
Accoutrements,trinket.noun
Accoutrements,choker.noun
Accoutrements,sporran.noun
Accoutrements,snood.noun
Accoutrements,hairnet.noun
Accoutrements,hairslide.noun
Accoutrements,hairpin.noun
Accoutrements,hairband.noun
Accoutrements,hairgrip.noun
Accoutrements,sash.noun
Accoutrements,watch.noun
Accoutrements,medal.noun
Accoutrements,medallion.noun
Accoutrements,ribbon.noun
Accoutrements,badge.noun
Accoutrements,armband.noun
Accoutrements,armlet.noun
Accoutrements,goggles.noun
Accoutrements,mitre.noun
Accoutrements,helm.noun
Accoutrements,helmet.noun
Accoutrements,gorget.noun
Accoutrements,greaves.noun
Accoutrements,coif.noun
Accoutrements,hauberk.noun
Accoutrements,mantle.noun
Accoutrements,gas mask.noun
Accoutrements,fita.noun
Accoutrements,máscara.noun
Accoutrements,cinto.noun
Accoutrements,coroa.noun
Accoutrements,broche.noun
Accoutrements,peruca.noun
Accoutrements,luva.noun
Accoutrements,bolsa.noun
Accoutrements,aliança.noun
Accoutrements,brinco.noun
Accoutrements,colar.noun
Accoutrements,óculos.noun
Accoutrements,cordão.noun
Accoutrements,acessório.noun
Accoutrements,carteira.noun
Accoutrements,sombreiro.noun
Accoutrements,sombreiro.noun
Accoutrements,sombreiro.noun
Accoutrements,sombreiro.noun
Accoutrements,adereço.noun
Accoutrements,óculos de grau.noun
Accoutrements,torço.noun
Accoutrements,smart watch.noun
Accoutrements,babador.noun
Accuracy,accurate.adj
Accuracy,on.adp
Accuracy,off.adp
Accuracy,inaccurate.adj
Accuracy,accuracy.noun
Accuracy,inaccuracy.noun
Accuracy,exact.adj
Accuracy,precise.adj
Accuracy,precision.noun
Accuracy,accurately.adv
Accuracy,inaccurately.adv
Accuracy,true.adj
Accuracy,precisão.noun
Accuracy,icônico.adj
Accuracy,exato.adj
Accuracy,réel.adj
Accuracy,exatamente.adv
Accuracy,même.adv
Accuracy,justo.adv
Achieving_first,originate.verb
Achieving_first,pioneer.verb
Achieving_first,invent.verb
Achieving_first,discover.verb
Achieving_first,coin.verb
Achieving_first,coinage.noun
Achieving_first,discovery.noun
Achieving_first,discoverer.noun
Achieving_first,originator.noun
Achieving_first,inventor.noun
Achieving_first,invention.noun
Achieving_first,pioneer.noun
Achieving_first,pioneering.adj
Achieving_first,find.verb
Achieving_first,invention.noun
Achieving_first,descubridor.noun
Achieving_first,descubrimiento.noun
Achieving_first,descubrir.verb
Achieving_first,inventar.verb
Achieving_first,invento(entity).noun
Achieving_first,invento(event).noun
Achieving_first,inventor.noun
Achieving_first,original.adj
Achieving_first,innovation.noun
Achieving_first,innovate.verb
Achieving_first,innovator.noun
Achieving_first,inventer.verb
Achieving_first,mãe.noun
Achieving_first,corny.adj
Achieving_first,inventer.verb
Achieving_first,innovation.noun
Active_substance,agent.noun
Active_substance,active.adj
Active_substance,bioactive.adj
Active_substance,causative agent.noun
Active_substance,irritant.noun
Active_substance,incapacitant.noun
Active_substance,aplicador.adj
Active_substance,inibidor.adj
Active_substance,acidar.verb
Active_substance,ácido.adj
Active_substance,antimicrobiano.adj
Active_substance,dar.verb
Active_substance,do.cconj
Active_substance,de.adv
Active_substance,da.adv
Active_substance,conservante.adj
Active_substance,agente.adj
Active_substance,livre.adj
Active_substance,livrar.verb
Active_substance,livremente.adv
Active_substance,desencadeante.adj
Activity,atividade.noun
Activity,divertimento.noun
Activity,sensação.noun
Activity,brincar.verb
Activity,brincadeira.noun
Activity,guerrinha.noun
Activity,pique-esconde.noun
Activity,jogar.verb
Activity,activity.noun
Activity,interact.verb
Activity,meditar.verb
Activity,postar.verb
Activity_done_state,done.adj
Activity_done_state,finished.adj
Activity_done_state,through.adj
Activity_finish,wrap up.verb
Activity_finish,finish.verb
Activity_finish,conclude.verb
Activity_finish,complete.verb
Activity_finish,completion.noun
Activity_finish,tie up.verb
Activity_finish,graduate.verb
Activity_finish,formar.verb
Activity_finish,acabar.verb
Activity_finish,concluir.verb
Activity_finish,desistir.verb
Activity_finish,abdicar.verb
Activity_finish,passar.verb
Activity_finish,faltar.verb
Activity_finish,completar.verb
Activity_finish,realizar.verb
Activity_finish,realização.noun
Activity_finish,incompleto.adj
Activity_finish,conclusão.noun
Activity_finish,finalizar.verb
Activity_finish,terminar.verb
Activity_finish,crescimento.noun
Activity_learning,clube.noun
Activity_learning,compreensão.noun
Activity_learning,socializar.verb
Activity_learning,protagonismo.noun
Activity_learning,autoatividade.noun
Activity_learning,aprendizagem.noun
Activity_learning,aprender.verb
Activity_learning,aprendizado.noun
Activity_learning,entender.verb
Activity_ongoing,continuar.verb
Activity_ongoing,keep.verb
Activity_ongoing,maintain.verb
Activity_ongoing,continue.verb
Activity_ongoing,carry on.verb
Activity_ongoing,maintenance.noun
Activity_ongoing,proceed.verb
Activity_ongoing,keep on.verb
Activity_ongoing,keep up.verb
Activity_ongoing,viver.verb
Activity_ongoing,ficar.verb
Activity_ongoing,prosseguir.verb
Activity_ongoing,passar.verb
Activity_ongoing,decorrer.verb
Activity_ongoing,transpassar.verb
Activity_ongoing,estar.verb
Activity_ongoing,manutenção.noun
Activity_ongoing,seguir.verb
Activity_ongoing,continuação.noun
Activity_ongoing,manter.verb
Activity_ongoing,costumar.verb
Activity_ongoing,persistir.verb
Activity_ongoing,permanecer.verb
Activity_pause,parar.verb
Activity_pause,pause.noun
Activity_pause,suspend.verb
Activity_pause,take break.verb
Activity_pause,freeze.verb
Activity_pause,freeze.noun
Activity_pause,moratorium.noun
Activity_pause,adjourn.verb
Activity_pause,cortar.verb
Activity_pause,encerrar.verb
Activity_pause,imobilizar.verb
Activity_pause,reter.verb
Activity_pause,capsular.adj
Activity_pause,cápsula.noun
Activity_pause,pausa.noun
Activity_pause,pausar.verb
Activity_pause,suspender.verb
Activity_pause,suspensão.noun
Activity_pause,validar.verb
Activity_pause,reiniciar.verb
Activity_prepare,preparar.verb
Activity_prepare,organizar.verb
Activity_prepare,estruturar.verb
Activity_prepare,prepare.verb
Activity_prepare,get ready.verb
Activity_prepare,ready.verb
Activity_prepare,fix.verb
Activity_prepare,rally.verb
Activity_prepare,gear up.verb
Activity_prepare,preparation.noun
Activity_prepare,compose.verb
Activity_prepare,preparo.noun
Activity_prepare,set up.verb
Activity_prepare,préparer.verb
Activity_prepare,coordenar.verb
Activity_prepare,préparer.verb
Activity_prepare,preparado.adj
Activity_prepare,planejamento.noun
Activity_prepare,preparação.noun
Activity_ready_state,pronto.adj
Activity_ready_state,ready.adj
Activity_ready_state,prepared.adj
Activity_ready_state,set.adj
Activity_ready_state,preparado.adj
Activity_ready_state,preparo.noun
Activity_ready_state,free.adj
Activity_ready_state,disponível.adj
Activity_ready_state,prêt.adj
Activity_ready_state,prêt.adj
Activity_ready_state,prontamente.adv
Activity_ready_state,expectante.adj
Activity_ready_state,a postos.adj
Activity_resume,renew.verb
Activity_resume,resume.verb
Activity_resume,restart.verb
Activity_resume,retourner.verb
Activity_resume,retomar.verb
Activity_start,começar.verb
Activity_start,iniciar.verb
Activity_start,principiar.verb
Activity_start,inaugurar.verb
Activity_start,estrear.verb
Activity_start,entrar.verb
Activity_start,passar.verb
Activity_start,start.verb
Activity_start,begin.verb
Activity_start,take up.verb
Activity_start,beginner.noun
Activity_start,neophyte.noun
Activity_start,enter.verb
Activity_start,swing.verb
Activity_start,initiate.verb
Activity_start,commence.verb
Activity_start,launch.verb
Activity_start,strike up.verb
Activity_start,open.verb
Activity_start,set about.verb
Activity_start,get started.verb
Activity_start,inauguração.noun
Activity_start,instituir.verb
Activity_start,cair.verb
Activity_start,iniciante.noun
Activity_start,desencadear.verb
Activity_start,commencer.verb
Activity_start,s engouffrer.verb
Activity_start,gerar.verb
Activity_start,commencer.verb
Activity_start,s engouffrer.verb
Activity_start,iniciado.adj
Activity_start,engolir.verb
Activity_start,reiniciar.verb
Activity_start,retomar.verb
Activity_stop,stop.verb
Activity_stop,halt.verb
Activity_stop,discontinue.verb
Activity_stop,cease.verb
Activity_stop,terminate.verb
Activity_stop,abandon.verb
Activity_stop,quit.verb
Activity_stop,parar.verb
Activity_stop,deixar.verb
Activity_stop,termination.noun
Activity_stop,arrêter.verb
Activity_stop,chegar.verb
Activity_stop,arrêter.verb
Activity_stop,descontinuar.verb
Activity_stop,interromper.verb
Activity_stop,cessar.verb
Activity_stop,suspender.verb
Activity_teaching,orientação.noun
Activity_teaching,sequência.noun
Activity_teaching,sistematização.noun
Activity_teaching,instigar.verb
Activity_teaching,alfabetizar.verb
Activity_teaching,ensino.noun
Activity_teaching,tutoria.noun
Activity_teaching,sistematizar.verb
Activity_teaching,ensinar.verb
Activity_teaching,educar.verb
Activity_teaching,lecionar.verb
Activity_teaching,ensinamento.noun
Activity_teaching,oficina.noun
Actually_occurring_entity,actual.adj
Actually_occurring_entity,true.adj
Actually_occurring_entity,prática.adj
Addiction,addict.noun
Addiction,addicted.adj
Addiction,addiction.noun
Addiction,compulsive.adj
Addiction,fiend.noun
Addiction,habit.noun
Addiction,junkie.noun
Addiction,alcoholic.noun
Addiction,alcoholism.noun
Addiction,hooked.adj
Addiction,viciado.noun
Addiction,viciado.adj
Addiction,alcoolismo.noun
Addiction,alcoolista.adj
Addiction,viciar.verb
Addiction,usuário.noun
Addiction,drogado.noun
Addiction,drogado.adj
Addiction,usar.verb
Addiction,fumante.noun
Addiction,etilismo.noun
Addiction,etilista.adj
Addiction,alcoolizado.adj
Addiction,tabagista.adj
Addiction,usuário.adj
Addiction,alcoolista.adj
Adding_up,acrescentar.verb
Adding_up,total.verb
Adding_up,add up.verb
Adding_up,tally.verb
Adding_up,mais.adv
Adding_up,somar.verb
Adding_up,adicionar.verb
Adding_up,add.verb
Adding_up,adição.noun
Adding_up,total.noun
Adducing,adduce.verb
Adducing,cite.verb
Adducing,point.verb
Adducing,name.verb
Adjacency,adjacent.adj
Adjacency,border.verb
Adjacency,neighbor.verb
Adjacency,neighboring.adj
Adjacency,adjacency.noun
Adjacency,adjoining.adj
Adjacency,adjoin.verb
Adjacency,contiguous.adj
Adjacency,contiguity.noun
Adjacency,next to.adp
Adjacency,neighbor.noun
Adjacency,abut.verb
Adjacency,bordering.adj
Adjacency,estar junto.verb
Adjacency,adjacência.noun
Adjacency,adjacente.adj
Adjacency,juntar.verb
Adjacency,limitar.verb
Adjacency,limitante.adj
Adjacency,contiguidade.noun
Adjacency,contíguo.adj
Adjacency,vizinho.noun
Adjusting,adjust.verb
Adjusting,adjustment.noun
Adjusting,tweak.verb
Adjusting,tweak.noun
Adjusting,calibrate.verb
Adjusting,calibration.noun
Adjusting,adequar.verb
Adjusting,adaptar.verb
Adjusting,ajustado.adj
Adjusting,ajustar.verb
Adjusting,acessibilidade.noun
Adopt_selection,assumir.verb
Adopt_selection,adopt.verb
Adopt_selection,assume.verb
Adopt_selection,embrace.verb
Adopt_selection,seguir.verb
Adopt_selection,adotar.verb
Adopt_selection,adoção.noun
Adopt_selection,adopter.verb
Adopt_selection,adotado.adj
Aesthetics,beautiful.adj
Aesthetics,lovely.adj
Aesthetics,smart.adj
Aesthetics,ugly.adj
Aesthetics,tasty.adj
Aesthetics,elegant.adj
Aesthetics,fair.adj
Aesthetics,handsome.adj
Aesthetics,hideous.adj
Aesthetics,belo.adj
Aesthetics,beleza.noun
Aesthetics,belleza.noun
Aesthetics,bonito.adj
Aesthetics,lindo.adj
Aesthetics,lindo.adj
Aesthetics,bonito.adj
Aesthetics,elegante.adj
Aesthetics,horrendo.adj
Aesthetics,amável.adj
Aesthetics,saboroso.adj
Aesthetics,feio.adj
Aesthetics,rústico.adj
Aesthetics,pitoresco.adj
Aesthetics,requintar.verb
Aesthetics,requinte.noun
Aesthetics,esportivo.adj
Aesthetics,frescura.noun
Aesthetics,bucólico.adj
Aesthetics,barroco.adj
Aesthetics,formosura.noun
Aesthetics,esteticamente.adv
Aesthetics,aesthetically.adv
Aesthetics,plástico.adj
Aesthetics,plastic.adj
Aesthetics,estiloso.adj
Aesthetics,exótico.adj
Aesthetics,beauty.noun
Aesthetics,estética.noun
Aesthetics,torneado.adj
Aesthetics,graciosidade.noun
Affirm_or_deny,concede.verb
Affirm_or_deny,deny.verb
Affirm_or_deny,affirm.verb
Affirm_or_deny,affirmation.noun
Affirm_or_deny,confirm.verb
Affirm_or_deny,confirmation.noun
Affirm_or_deny,denial.noun
Affirm_or_deny,reaffirm.verb
Affirm_or_deny,refute.verb
Affirm_or_deny,attest.verb
Affirm_or_deny,inegável.adj
Affirm_or_deny,negativo.adj
Affirm_or_deny,negar.verb
Affirm_or_deny,sim.adv
Affirm_or_deny,oui.adv
Affirm_or_deny,non.adv
Affirm_or_deny,positivo.noun
Affirm_or_deny,positivo.adj
Affirm_or_deny,positivar.verb
Affirm_or_deny,sic.adv
Affirm_or_deny,afirmar.verb
Age,old.adj
Age,ancient.adj
Age,young.adj
Age,youngish.adj
Age,oldish.adj
Age,age.noun
Age,new.adj
Age,fresh.adj
Age,of.adp
Age,maturity.noun
Age,mature.adj
Age,elderly.adj
Age,de.adp
Age,ter.verb
Age,com.adp
Age,antigo.adj
Age,idade.noun
Age,infantil.adj
Age,meninice.noun
Age,jovem.adj
Age,infância.noun
Age,velhice.noun
Age,adulto.adj
Age,adolescência.noun
Age,novo.adj
Age,childhood.noun
Age,maduro.adj
Age,velho.adj
Age,vieux.adj
Age,avoir.verb
Age,archaïque.adj
Age,menor.adj
Age,renovação.noun
Age,renovar.verb
Age,juventude.noun
Age,menarca.noun
Age,nascer.verb
Age_descriptor,jovem.adj
Age_descriptor,adulto.adj
Age_descriptor,idoso.adj
Age_descriptor,adolescente.adj
Age_descriptor,bebê.adj
Age_descriptor,criança.adj
Aggregate,army.noun
Aggregate,colony.noun
Aggregate,brood.noun
Aggregate,bunch.noun
Aggregate,group.noun
Aggregate,cluster.noun
Aggregate,herd.noun
Aggregate,squad.noun
Aggregate,pack.noun
Aggregate,swarm.noun
Aggregate,host.noun
Aggregate,collection.noun
Aggregate,gaggle.noun
Aggregate,flock.noun
Aggregate,team.noun
Aggregate,batch.noun
Aggregate,party.noun
Aggregate,cohort.noun
Aggregate,legion.noun
Aggregate,heap.noun
Aggregate,class.noun
Aggregate,clique.noun
Aggregate,crew.noun
Aggregate,assembly.noun
Aggregate,variety.noun
Aggregate,crowd.noun
Aggregate,assortment.noun
Aggregate,gang.noun
Aggregate,throng.noun
Aggregate,multitude.noun
Aggregate,assemblage.noun
Aggregate,band.noun
Aggregate,clutch.noun
Aggregate,multiplicity.noun
Aggregate,bevy.noun
Aggregate,circle.noun
Aggregate,coterie.noun
Aggregate,family.noun
Aggregate,corps.noun
Aggregate,set.noun
Aggregate,slew.noun
Aggregate,package.noun
Aggregate,shoal.noun
Aggregate,school.noun
Aggregate,covey.noun
Aggregate,crop.noun
Aggregate,mob.noun
Aggregate,harem.noun
Aggregate,horde.noun
Aggregate,stand.noun
Aggregate,repertoire.noun
Aggregate,posse.noun
Aggregate,huddle.noun
Aggregate,claque.noun
Aggregate,repertory.noun
Aggregate,population.noun
Aggregate,quartet.noun
Aggregate,quintet.noun
Aggregate,trio.noun
Aggregate,sextet.noun
Aggregate,flotilla.noun
Aggregate,clump.noun
Aggregate,passel.noun
Aggregate,community.noun
Aggregate,body.noun
Aggregate,tribe.noun
Aggregate,force.noun
Aggregate,book.noun
Aggregate,combination.noun
Aggregate,maioria.noun
Aggregate,multiplicidade.noun
Aggregate,exército.noun
Aggregate,assembléia.noun
Aggregate,sortimento.noun
Aggregate,banda.noun
Aggregate,fornada.noun
Aggregate,bando.noun
Aggregate,corpo.noun
Aggregate,livro.noun
Aggregate,ninhada.noun
Aggregate,cacho.noun
Aggregate,monte.noun
Aggregate,grupo.noun
Aggregate,punhado.noun
Aggregate,círculo.noun
Aggregate,classe.noun
