parent,relation,child
Giving,inheritance,Commerce_sell
Giving,inheritance,Commerce_pay
Giving,inheritance,Supply
Giving,inheritance,Surrendering_possession
Giving,inheritance,Submitting_documents
Giving,precedes,Post_giving
Giving,using,Offering
Giving,using,Cause_benefit_or_detriment
Giving,inheritance,Lending
Part_whole,inheritance,Shaped_part
Part_whole,inheritance,Part_orientational
Part_whole,using,Inclusion
Part_whole,inheritance,Part_edge
Part_whole,inheritance,Part_inner_outer
Part_whole,inheritance,Part_ordered_segments
Part_whole,inheritance,Rest
Part_whole,using,Completeness
Part_whole,inheritance,Vehicle_subpart
Part_whole,inheritance,Temporary_group
Part_whole,inheritance,Clothing_parts
Part_whole,inheritance,Artifact_subpart
Certainty,inheritance,Trust
Certainty,using,Reliance_on_expectation
Certainty,reframing_mapping,Likelihood
Part_piece,inheritance,Part_whole
Part_orientational,reframing_mapping,Part_inner_outer
Part_orientational,using,Temporal_subregion
Process_stop,precedes,Process_stopped_state
Process_stop,precedes,Process_uncompleted_state
Process_stop,inheritance,Activity_stop
Process_continue,inheritance,Sleep
Process_continue,inheritance,Activity_ongoing
Process_continue,precedes,Process_end
Process_continue,precedes,Process_stop
Process_continue,precedes,Process_pause
Activity_start,precedes,Activity_ongoing
Activity_start,reframing_mapping,Cause_to_start
Process_resume,inheritance,Activity_resume
Process_resume,precedes,Process_continue
State,using,State_continue
State,inheritance,State_of_entity
State,inheritance,Existence
State,inheritance,Possession
State,inheritance,Stative_location
State,inheritance,Stative_configuration
State,inheritance,Subjective_state
State,inheritance,State_of_process
Process_initial_state,inheritance,Activity_ready_state
Process_initial_state,precedes,Process_start
Process_stopped_state,using,Activity_abandoned_state
Process_stopped_state,precedes,Process_resume
Process_stopped_state,inheritance,Activity_paused_state
Accoutrements,using,Undressing
Accoutrements,using,Wearing
Accoutrements,using,Dressing
Accoutrements,using,Personal_protective_equipment
Facial_expression,using,Making_faces
Activity_ongoing,using,Cause_to_move_in_place
Activity_ongoing,using,Being_active
Activity_ongoing,precedes,Activity_pause
Activity_ongoing,precedes,Activity_finish
Activity_ongoing,precedes,Activity_stop
Activity_ongoing,using,Lively_place
Activity_ongoing,inheritance,Retaining
Activity_finish,precedes,Activity_done_state
Activity_finish,reframing_mapping,Activity_stop
Activity_finish,inheritance,Finish_game
Activity_stop,inheritance,Halt
Activity_stop,precedes,Activity_abandoned_state
Activity_stop,precedes,Activity_paused_state
Activity_pause,precedes,Activity_paused_state
Activity_ready_state,precedes,Activity_start
Activity_ready_state,using,Standing_by
Activity_ready_state,inheritance,Be_on_alert
Activity_prepare,precedes,Activity_ready_state
Activity_prepare,perspective_on,Preliminaries
Commerce_buy,using,Importing
Commerce_buy,inheritance,Renting
Commerce_buy,reframing_mapping,Renting
Commerce_buy,using,Shopping
Commerce_sell,using,Exporting
Commerce_sell,inheritance,Renting_out
Commerce_sell,reframing_mapping,Renting_out
Commerce_sell,using,Carry_goods
Buildings,subframe,Building_subparts
Commercial_transaction,subframe,Commerce_money-transfer
Commercial_transaction,subframe,Commerce_goods-transfer
Transfer,inheritance,Commerce_goods-transfer
Transfer,inheritance,Commerce_money-transfer
Transfer,precedes,Post_transfer
Transfer,perspective_on,Receiving
Transfer,perspective_on,Giving
Getting,inheritance,Commerce_collect
Getting,inheritance,Receiving
Getting,inheritance,Amassing
Getting,inheritance,Taking
Getting,precedes,Post_getting
Getting,inheritance,Commerce_buy
Getting,inheritance,Kidnapping
Getting,inchoative_of,Possession
Commerce_pay,using,Earnings_and_losses
Activity_paused_state,precedes,Activity_resume
Event,inheritance,Change_of_consistency
Event,inheritance,Rotting
Event,inheritance,Process_resume
Event,inheritance,Process_start
Event,inheritance,Process_stop
Event,using,Participation
Event,inheritance,Misdeed
Event,using,Hindering
Event,inheritance,Process_end
Event,inheritance,Coming_to_believe
Event,using,Frequency
Event,inheritance,Getting
Event,inheritance,Eventive_affecting
Event,inheritance,Process_pause
Event,inheritance,Waking_up
Event,using,Temporal_pattern
Event,using,Locale_by_event
Event,inheritance,Ceasing_to_be
Event,inheritance,Go_into_shape
Event,inheritance,Motion
Event,inheritance,Come_together
Event,inheritance,Birth_scenario
Event,inheritance,Coming_to_be
Event,inheritance,Change_position_on_a_scale
Event,inheritance,Coincidence
Event,inheritance,Traversing
Event,using,Manner
Event,inheritance,Losing_someone
Event,inheritance,Intentionally_act
Event,inheritance,Objective_influence
Event,inheritance,Emergency
Event,inheritance,Experience_bodily_harm
Event,using,Preventing_or_letting
Event,inheritance,Transition_to_a_state
Event,inheritance,Undergoing
Event,perspective_on,Change
Event,perspective_on,Phenomenon
Event,perspective_on,Subjective_experience
Quantified_mass,inheritance,Proportional_quantity
Quantified_mass,see_also,Quantity
Natural_features,inheritance,Relational_natural_features
Locale,inheritance,Locale_by_use
Locale,using,Building_subparts
Locale,inheritance,Biological_area
Locale,using,Isolated_places
Locale,inheritance,Locale_by_ownership
Locale,inheritance,Relational_location
Locale,inheritance,Assigned_location
Locale,inheritance,Locale_by_characteristic_entity
Locale,inheritance,Businesses
Locale,inheritance,Natural_features
Locale,inheritance,Buildings
Locale,inheritance,Sports_venues
Locale,inheritance,Reference_universe
Political_locales,inheritance,Foreign_or_domestic_country
Political_locales,using,Economy
Political_locales,using,People_by_jurisdiction
Political_locales,inheritance,Relational_political_locales
Locale_by_use,inheritance,Prison
Locale_by_use,inheritance,Roadways
Locale_by_use,using,Buildings
Locale_by_use,subframe,Sports_venues
Attaching,causative_of,Becoming_attached
Attaching,using,Connectors
Intentionally_act,inheritance,Name_conferral
Intentionally_act,inheritance,Intentionally_affect
Intentionally_act,using,Bungling
Intentionally_act,inheritance,Avoiding
Intentionally_act,inheritance,Intentionally_create
Intentionally_act,inheritance,Ingest_substance
Intentionally_act,using,Rite
Intentionally_act,inheritance,Choosing
Intentionally_act,inheritance,Self_motion
Intentionally_act,inheritance,Perception_active
Intentionally_act,inheritance,Activity_finish
Intentionally_act,inheritance,Practice
Intentionally_act,inheritance,Heralding
Intentionally_act,inheritance,Get_a_job
Intentionally_act,inheritance,Quitting
Intentionally_act,inheritance,Clemency
Intentionally_act,using,Conduct
Intentionally_act,inheritance,Exchange
Intentionally_act,inheritance,Change_tool
Intentionally_act,using,Accomplishment
Intentionally_act,inheritance,Resolve_problem
Intentionally_act,inheritance,Intercepting
Intentionally_act,inheritance,Forming_relationships
Intentionally_act,using,Reason
Intentionally_act,inheritance,Collaboration
Intentionally_act,inheritance,Change_posture
Intentionally_act,inheritance,Bail_decision
Intentionally_act,inheritance,Assistance
Intentionally_act,using,Assistance
Intentionally_act,inheritance,Atonement
Intentionally_act,inheritance,Daring
Intentionally_act,inheritance,Execute_plan
Intentionally_act,inheritance,Becoming_a_member
Intentionally_act,inheritance,Giving
Intentionally_act,using,Deciding
Intentionally_act,inheritance,Front_for
Intentionally_act,using,Remembering_to_do
Intentionally_act,using,Waiting
Intentionally_act,inheritance,Examination
Intentionally_act,inheritance,Piracy
Intentionally_act,using,Subjective_influence
Intentionally_act,using,Experience_bodily_harm
Intentionally_act,inheritance,Passing_off
Intentionally_act,inheritance,Hostile_encounter
Intentionally_act,inheritance,Visiting
Intentionally_act,inheritance,Confronting_problem
Intentionally_act,inheritance,Legal_rulings
Intentionally_act,inheritance,Working_a_post
Intentionally_act,using,Responsibility
Intentionally_act,inheritance,Military_operation
Intentionally_act,inheritance,Assemble
Intentionally_act,inheritance,Attending
Intentionally_act,inheritance,Exercising
Intentionally_act,inheritance,Contacting
Intentionally_act,inheritance,Medical_intervention
Intentionally_act,inheritance,Activity_learning
Intentionally_act,inheritance,Do_phisical_activity
Intentionally_act,inheritance,Playing
Locative_relation,inheritance,Abounding_with
Locative_relation,inheritance,Within_distance
Locative_relation,inheritance,Expected_location_of_person
Locative_relation,using,Being_located
Locative_relation,inheritance,Containing
Locative_relation,inheritance,Distributed_position
Locative_relation,using,Path_shape
Locative_relation,using,Relational_natural_features
Locative_relation,inheritance,Goal
Locative_relation,reframing_mapping,Interior_profile_relation
Locative_relation,inheritance,Non-gradable_proximity
Locative_relation,inheritance,Interior_profile_relation
Locative_relation,inheritance,Spatial_contact
Locative_relation,inheritance,Adjacency
Locative_relation,reframing_mapping,Non-gradable_proximity
Locative_relation,reframing_mapping,Spatial_contact
Locative_relation,reframing_mapping,Adjacency
Locative_relation,inheritance,Gradable_proximity
Locative_relation,inheritance,Spatial_co-location
Locative_relation,inheritance,Directional_locative_relation
Locative_relation,inheritance,Location_on_path
Criminal_process,subframe,Sentencing
Criminal_process,subframe,Arraignment
Criminal_process,subframe,Trial
Criminal_process,subframe,Arrest
Criminal_process,using,Appeal
Trial,subframe,Verdict
Trial,subframe,Jury_deliberation
Trial,subframe,Court_examination
Trial,precedes,Sentencing
Trial,perspective_on,Try_defendant
Arrest,using,Surrendering
Arrest,precedes,Arraignment
Lose_possession,inheritance,Giving
Lose_possession,precedes,Post_lose_possession
Pre_lose_possession,precedes,Lose_possession
Pre_lose_possession,inheritance,Pre_giving
Post_lose_possession,inheritance,Post_giving
Commerce_money-transfer,perspective_on,Commerce_collect
Commerce_money-transfer,perspective_on,Commerce_pay
Commerce_collect,using,Fining
Commerce_collect,inheritance,Earnings_and_losses
Commerce_collect,using,Earnings_and_losses
Commerce_goods-transfer,using,Product_delivery
Commerce_goods-transfer,perspective_on,Commerce_buy
Commerce_goods-transfer,perspective_on,Commerce_sell
Lose_possession_scenario,subframe,Post_lose_possession
